Date,Startup,Industry,Location,Investors,Investment_Type, Amount_USD 
21-05-18,MilkBasket,Technology,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,"70,00,000"
22-05-18,Vola,Finance,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,"5,00,000"
22-05-18,Cashkumar,Consumer Internet,Bengaluru,LetsVenture,Seed/ Angel Funding,"7,35,000"
23-05-18,Edyoo,E-Commerce,Bengaluru,RS Shanbag,Seed/ Angel Funding,"7,35,000"
23-05-18,Aashiyaan,Finance,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,"20,00,000"
24-05-18,Smartivity,Ed-tech,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,"20,00,000"
24-05-18,Bonphulapl,Clean-tech,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,"2,93,000"
27-05-18,Acko,Consumer Internet,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,"1,20,00,000"
28-05-18,HWell24,Healthcare,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,"2,00,000"
29-05-18,Toffee,Consumer Internet,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,"15,00,000"
29-05-18,Tonetag,Technology,Bengaluru,Amazon Inc. and Mastercard,Private Equity,"80,00,000"
30-05-18,Stellaps,Technology,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,"1,40,00,000"
31-05-18,Credright,Consumer Internet,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,"13,000,00"
01-06-18,CoinTribe,Finance,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,"1,00,00,000"
04-06-18,Digiconectt,Technology,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,"1,25,000"
07-06-18,Annapurna Finance,Finance,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,"2,30,00,000"
07-06-18,Meesho,Consumer Internet,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,"1,15,00,000"
10-06-18,AyeFinance,Finance,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,"2,15,00,000"
12-06-18,Alpha Capital,Finance,Mumbai,Alpha Capital,Private Equity,"1,48,00,000"
12-06-18,eshakti,E-Commerce,Chennai,Paragon Partners,Private Equity,"1,01,00,000"
12-06-18,Daily Ninja,Consumer Internet,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,"30,00,000"
13-06-18,NirogStreet,Healthcare,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,"3,000,00"
13-06-18,Nivesh,Finance,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,"4,50,000"
14-06-18,HomeLane,Consumer Internet,Bengaluru,Brand Capital,Seed/ Angel Funding,"34,50,000"
14-06-18,Network Intelligence,Technology,Mumbai,Helix Investments,Private Equity,"48,00,000"
18-06-18,Tynor Othontics,Healthcare,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,"2,10,00,000"
18-06-18,Elucidata,IT,Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,"17,00,000"
19-06-18,RentSher,Consumer Internet,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,"11,00,000"
20-06-18,Drip capital,Finance,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,"1,50,00,000"
22-06-18,WickedRide,Consumer Internet,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,"91,00,000"
25-06-18,PolicyBazaar,Consumer Internet,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,"20,00,00,000"
25-06-18,HipBar,Consumer Internet,Bengaluru,Diageo India,Private Equity,"40,00,000"
25-06-18,Sqqrl,Finance,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,"10,00,000"
26-06-18,Paytm,Technology,Noida,One 97 Communications,Private Equity,"89,50,000"
26-06-18,Sigtuple,Healthcare,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,"1,90,00,000"
27-06-18,Wow Express,Technology,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,"45,00,000"
28-06-18,Front Desk AI,Technology,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,"11,00,000"
28-06-18,Edureka,Ed-Tech,Bengaluru,Leo Capital,Seed/ Angel Funding,"20,00,000"
02-07-18,Biryani By Kilo,Consumer Internet,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,"10,00,000"
04-07-18,Anchanto,IT,Pune,MDI Ventures & Telkom Indonesia,Private Equity,"40,00,000"
05-07-18,Loan Tap,Consumer Internet,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,"62,50,000"
06-07-18,PolicyBazaar,Consumer Internet,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,"2,77,00,000"
09-07-18,zippserv,Consumer Internet,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,"4,40,000"
09-07-18,Groww,Consumer Internet,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,"11,00,000"
10-07-18,Avenue Growth,Consumer Internet,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,"4,37,000"
10-07-18,Kinara Capital,Finance,Bengaluru,ResponsAbility,Private Equity,"50,00,000"
10-07-18,Shop 101,Consumer Internet,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,"50,00,000"
11-07-18,Sambandh,Consumer Internet,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,"25,00,000"
12-07-18,19th mile,IT,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,"1,80,000"
12-07-18,5th Vital,Healthcare,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,"5,00,000"
13-07-18,MEngage,Healthcare,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,"1,75,000"
17-07-18,Ofbusiness,Finance,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,"2,90,00,000"
17-07-18,Cars24,Consumer Internet,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,"4,97,00,000"
18-07-18,The Ken,Consumer Internet,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,"15,00,000"
19-07-18,Book My Show,Consumer Internet,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,"10,00,00,000"
20-07-18,HousingMan,Consumer Internet,Bengaluru,N/A,Seed/ Angel Funding,"15,00,000"
21-07-18,PaySense,Consumer Internet,Mumbai,PayU & Others,Private Equity,"1,80,00,000"
23-07-18,VTION,Technology,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,"2,80,000"
23-07-18,Log9 Materials,Technology,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,"4,36,000"
24-07-18,kidovators,Ed-Tech,Bengaluru,Gray Matters,Seed/ Angel Funding,"1,80,000"
24-07-18,Digit,Consumer Internet,Pune,Fairfax,Private Equity,"4,50,00,000"
25-07-18,Black Soil,Finance,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,"1,70,00,000"
25-07-18,Trell,Consumer Internet,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,"12,50,000"
25-07-18,iqlect,Technology,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,"25,00,000"
26-07-18,Entropik,IT,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,"11,00,000"
26-07-18,TheCapitalNet,Fin-Tech,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,"5,00,000"
30-07-18,Shuttl,Consumer Internet,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000"
30-07-18,Cure Fit,Consumer Internet,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"12,00,00,000"
31-07-18,Five Star Group,Fin-Tech,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,"10,00,00,000"
31-07-18,Healthsignz,Healthcare,Hyderabad,Kantilal Patel,Seed/ Angel Funding,"50,00,000"
01-08-18,dishq,Food-Tech,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/ Angel Funding,"4,00,000"
02-08-18,Samosa Labs,Consumer Internet,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000"
03-08-18,ZiffyHomes,Consumer Internet,Gurugram,Y Combinator,Private Equity,"1,20,000"
07-08-18,My OmNamo,Consumer Internet,Mumbai,N/A,Seed/ Angel Funding,"10,00,000"
07-08-18,ShopX,Consumer Internet,Bengaluru,Fung Strategic Holdings,Private Equity,"3,50,00,000"
07-08-18,MakeMyTrip,Consumer Internet,Gurugram,MakeMyTrip Limited,Private Equity,"1,00,00,000"
08-08-18,Hansel io,Consumer Internet,Bengaluru,Vertex Ventures,Seed/ Angel Funding,"40,00,000"
08-08-18,Metro Bikes,Consumer Internet,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000"
08-08-18,Phone Pe,Consumer Internet,Bengaluru,Flipkart,Private Equity,"6,60,00,000"
09-08-18,quizizz,Ed-Tech,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,"30,00,000"
09-08-18,Happy EMI,Fin-Tech,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,"10,00,000"
13-08-18,Inthree,Consumer Internet,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,"40,00,000"
13-08-18,Observe AI,Technology,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,"80,00,000"
16-08-18,Enakshi,Consumer Internet,Ahemadabad,N/A,Seed/ Angel Funding,"1,14,811"
17-08-18,EazyDiner,Consumer Internet,Gurugram,Denlow Investment Trust and Beenext,Private Equity,"58,50,000"
20-08-18,Finzy,Finance,Bengaluru,N/A,Seed / Angel Funding,"10,00,000"
20-08-18,RawPressery,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,"48,00,000"
22-08-18,Pi Ventures,Technology,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,"60,00,000"
22-08-18,Revv,Consumer Internet,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000"
26-08-18,ZestMoney,Consumer Internet,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,"1,34,00,000"
26-08-18,Shubh Loans,Fin-Tech,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,"42,00,000"
27-08-18,MyUpchar,Healthcare,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00,000"
28-08-18,Narvar,IT,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,"30,00,000"
30-08-18,True North,Finance,Mumbai,N/A,Private Equity,"60,00,00,000"
01-09-18,Netmeds,Consumer Internet,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000"
03-09-18,Udaan,B2B Platform,Bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,"22,50,00,000"
03-09-18,Daily hunt,Consumer Internet,Bengaluru,Falcon Edge,Private Equity,"63,90,000"
04-09-18,3HCare,Healthcare,Delhi,N/A,Seed / Angel Funding,"10,00,000"
05-09-18,Nykaa,Consumer Internet,Mumbai,Lighthouse,Private Equity,"15,72,00,000"
06-09-18,Dream11,Consumer Internet,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000"
10-09-18,MamaEarth,Healthcare,Gurugram,Stellaris Ventures & Others,Private Equity,"40,00,000"
11-09-18,AutoGrid,Technology,Bengaluru,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,"3,20,00,000"
11-09-18,Pharmeasy,Consumer Internet,Mumbai,InnoVen Capital,Debt Funding,"55,00,000"
11-09-18,Upwards,Fin-Tech,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,"50,00,000"
12-09-18,Kissht,Fin-Tech,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,"3,00,00,000"
02-10-18,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,"1,10,00,000"
04-10-18,Grover Zampa,Food,Mumbai,Ravi Viswanathan,Private Equity,"82,00,000"
05-10-18,Droom,Automobile,Gurgaon,ZigExN,Series E,"30,00,000"
11-10-18,Innov8,Real Estate,New Delhi,Credence Family Office,Pre-Series A,"40,00,000"
12-10-18,Blackbuck,Logistics Tech,Bengaluru,Sequoia Capital India,Private Funding,"1,46,80,000"
12-10-18,LetsTransport,Logistics Tech,Bengaluru,Fosun International,Series C,"1,20,00,000"
01-11-18,GoDesi,Food and Beverage,Bengaluru,Lead Angels Network,Seed/ Angel Funding,"1,38,995"
03-11-18,Veritas Finance Ltd.,NBFC,Chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Series D,"2,77,99,000"
06-11-18,Meesho,Ecommerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,"5,00,00,000"
08-11-18,Mobile Premier League,Gaming,Bengaluru,Undisclosed,Series A,"5,00,000"
08-11-18,A&R Bon Vivants,Food,Jaipur,"RB Investments, Singapore",Equity,"10,00,000"
12-11-18,Blackbuck,Food Tech,"New York, Bengaluru",Tiger Global,Series A,"10,00,000"
12-11-18,MilkBAsket,Food,New Delhi,Mayfield Fund,Series B,"13,00,000"
13-11-18,DriveU,Transport,Bengaluru,Stevens Creek Ventures,Mezzanine,"10,00,000"
14-11-18,CleanseCar,Services,Bengaluru,Venture Catalysts,Seed/ Angel Funding,"5,00,000"
19-11-18,Automation Anywhere,Automation,California,SoftBank Vision Fund,Series B,"30,00,00,000"
20-11-18,HealthifyMe,Health and Wellness,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),"60,00,000"
21-11-18,Genius Corner,Education,Noida,Individual investors,Seed Funding,"2,78,000"
22-11-18,Aavishkaar-Intellecap Group,Investment,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,"3,10,00,000"
23-11-18,Signzy,Financial Tech,Mumbai/Bengaluru,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,"34,00,000"
24-11-18,Engineer.ai,Software,India/US,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Series A,"2,95,00,000"
25-11-18,InCred Finance,Finance,India,"Paragon Partners, Individual Investors",Private Equity,"4,20,00,000"
25-11-18,Roposo,Social Media,Delhi,Bertelsmann India Investments,Series B,"17,00,000"
01-12-18,UrbanClap Technologies Pvt. Ltd,Services Platform,New Delhi,Steadview Capital and Vy Capital.,Series D,"5,00,00,000"
02-12-18,Guiddoo,Travel Tech,Mumbai,Individual Investors,Pre-Series A,"8,00,000"
02-12-18,Career Anna,Online Education,Gurugram,Individual Investors,Pre-Series A,"5,72,000"
04-12-18,Manch,Social Media,Delhi,Stellaris Venture Partners,Seed Funding,"7,00,000"
04-12-18,Nagpur Wholesale,Online Marketplace,Nagpur,Omphalos Ventures India LLP,Seed Funding,"1,43,000"
06-12-18,ShopKirana,B2B,Indore,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,"20,00,000"
06-12-18,BuildSupply,"SaaS, Ecommerce",Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,"35,00,000"
03-01-19,CarDekho,Automobile,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",Series C,"11,00,00,000"
04-01-19,Vyome Therapeutics Inc.,Health and Wellness,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,"2,20,00,000"
04-01-19,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Chennai,"MASSIF, a Dutch government fund",Debt-Funding,"50,00,000"
08-02-19,Zilingo,Ecommerce,India/Singapore,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,"22,60,00,000"
13-02-19,NanoClean Global,Nanotechnology,New Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,"6,00,000"
10-04-19,Kabadiwala,E-commerce,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",Private Equity,"4,30,665"
10-04-19,Toppr,Edtech,Mumbai,Milestone,Debt and Preference capital,"63,20,820"
10-04-19,Craftsvilla,E-commerce,Mumbai,Supera Pte Ltd,Inhouse Funding,"24,43,495"
10-04-19,Unacademy,Edtech,Bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,"3,07,000"
11-04-19,Setu,Fintech,Bengaluru,Lightspeed India Partners,Seed Funding,"35,00,000"
11-04-19,CleverTap,SaaS,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,"2,60,00,000"
12-04-19,Medlife,E-commerce,Bengaluru,Prasid Uno Family Trust,Private Equity,"1,70,00,000"
12-04-19,Azah,Health and Wellness,Gurugram,Unnamed angel investors,Seed Funding,"2,00,000"
13-04-19,Tripoto,Social Media,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,"35,91,375"
16-04-19,Kuvera,Finance,Bengaluru,Eight Roads,Series A,"4,50,00,000"
17-04-19,Shuttl,Transportation,Gurugram,New Atlantic Ventures,Venture Round,"50,00,000"
17-04-19,Increff,Technology,Bengaluru,"021 Capita, Binny Bansal",Series A,"30,00,000"
19-04-19,My Healthcare,E-commerce,Bengaluru and Gurugram,Sixth Sense Ventures,Series A,"30,00,000"
19-04-19,KrazyBee,E-commerce,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt,"14,342,000+"
01-05-19,BlackBuck,Transport,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,"15,00,00,000"
02-05-19,Zenoti,Saas,Hyderabad,Tiger Global Management,Series C,"5,00,00,000"
06-05-19,Saahas Zero Waste,Waste Management Service,Bengaluru,C4D Partners,Venture - Series Unknown,"8,68,600"
28-05-19,Ather Energy,Automobile,Bengaluru,Sachin Bansal,Series C,"5,10,00,000"
28-05-19,FreshVnF,Agtech,Mumbai,Equanimity Ventures,Seed Round,"14,00,00,000"
30-05-19,GlowRoad,E-commerce,Bengaluru,"Korea Investment Partners, Vertex Ventures",Series B,"1,15,00,000"
31-05-19,Bira91,Food and Beverage,New Delhi,Sixth Sense Ventures,Series B,"56,00,000"
03-06-19,Avail Finance,Finance,Bengaluru,Matrix Partners,Series A,"90,00,000"
03-06-19,Agara Labs,Deep-Tech,Bengaluru,Blume Ventures and RTP Global,pre-Series A,"25,00,000"
04-06-19,Bira91,Food and Beverage,New Delhi,Anicut Capital,Debt Funding,"1,00,00,000"
04-06-19,BharatPe,Finance,New Delhi,Insight Partners,Series B,"7,50,00,000"
04-06-19,Recykal,Waste Management Service,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",pre-Series A,"2,60,00,000"
04-06-19,Leegality,Services,Mumbai/Bengaluru,Mumbai Angels,Series A,"34,00,000"
05-06-19,NoBroker,E-Commerce,Bengaluru,General Atlantic,Series C,"5,10,00,000"
06-06-19,Chakr Innovation,Energy,New Delhi,IAN Fund,Series A,"2,60,00,000"
06-06-19,Pratilipi,Digital Media,Bengaluru,Qiming Venture Partners,Series B,"1,51,09,500.00"
06-06-19,Biz2Credit,FinTech,New York,WestBridge Capital,Series B,"5,20,00,000"
08-06-19,Vogo Automotive Pvt. Ltd.,Transportation,Karnataka,Alteria Capital,Debt Funding,"35,84,000"
10-06-19,Bolo App,Digital Media,Bengaluru,Nexus Venture Partners,Seed Funding,"4,30,200"
10-06-19,OkCredit,FinTech,Haryana,Tiger Global Management,Series A,"1,55,00,000"
01-07-19,WizCounsel,Compliance,New Delhi,Kapil Dev,Angel,"1,45,000"
01-07-19,Uniphore,Artificial Intelligence,Taramani,March Capital Partners,Series C,"3,80,80,000"
02-07-19,RenewBuy,Finance,Gurgaon,"Lok Capital, IIFL Wealth",Series B,"1,90,00,000"
02-07-19,Atlan,Information Technology,Singapore,WaterBridge Ventures,Pre-Series A,"25,00,000"
03-07-19,Ola Cabs,Transport,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,"10,00,000"
04-07-19,Daalchini Technologies,Food and Beverage,New Delhi,Artha Venture,Seed Round,"5,00,000"
08-07-19,Board Infinity,EdTech,Chembur,Multiple Angel Investors,Angel Round,"3,19,605"
09-07-19,House of Msasaba,Luxury Label,Mumbai,Binny Bansal,Series A,"10,00,000"
10-07-19,Ezyhaul,Tech,Singapore,Undisclosed,Series B,"1,60,00,000"
10-07-19,Indus OS,Tech,Andheri,Ventureast,Series B,"57,50,000"
10-07-19,HealthAssure,Health Care,Mumbai,Blume Ventures,Series A,"25,00,000"
11-07-19,Moglix,E-Commerce,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,"6,00,00,000"
01-08-19,CarDekho,E-Commerce,Gurgaon,SC GG India Mobility Holdings LLC,Series C,"2,00,00,000"
01-08-19,Progcap,Finance,New Delhi,Sequoia India,Series A,"50,00,000"
01-08-19,Alteria Capital,Finance,Mumbai,"Azim Premji, Binny Bansal",Single Venture,"14,00,00,000"
01-08-19,Pine Labs,Information Technology,Noida,Pine Labs Pte Ltd,Corporate Round,"3,80,80,000"
12-08-19,Meesho,E-Commerce,Bengaluru,Naspers,Series D,"12,50,00,000"
13-08-19,Cars24,E-Commerce,Gurugram,MS Dhoni,Series D,"1,10,00,000"
13-08-19,Uniphore,Customer Service Platform,Palo Alto,March Capital Partners,Series C,"5,10,00,000"
19-08-19,Grofers,E-Commerce,Gurgaon,Softbank Vision Fund,Series F,"7,00,00,000"
21-08-19,HungerBox,Food and Beverage,Bengaluru,One97 Communications Ltd.,Series C,"65,90,000"
22-08-19,INDwealth,FinTech,Gurgaon,Tiger Global Management,Venture Round,"1,50,00,000"
23-08-19,Zendrive,Automotive,San Francisco,XL Innovate,Series B,"3,70,00,000"
23-08-19,Lo! Foods,Consumer Goods,Bengaluru,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed Round,"5,00,000"
23-08-19,Tala,FinTech,Santa Monica,RPS Ventures,Series D,"11,00,00,000"
23-08-19,AdmitKard,EdTech,Noida,Growth DNA,Seed Round,"10,00,000"
27-08-19,Rapido Bike Taxi,Transportation,Bengaluru,Westbridge Capital,Series B,"3,90,00,00,000"
03-09-19,Vyapar App,Accounting,Bengaluru,"India Quotient, Axilor Ventures",Series A,"50,00,000"
04-09-19,Cashflo,FinTech,Mumbai,SAIF Partners,Series A,"33,00,000"
04-09-19,Digital F5,"Advertising, Marketing",Mumbai,TIW Private Equity,Private Equity Round,"60,00,000"
04-09-19,3rdFlix,SaaS,Hyderabad,Exfinity Venture Partners,pre-series A,"50,00,000"
04-09-19,75F,IoT,Burnsville,Breakthrough Energy Ventures,Series A,"1,80,00,000"
04-09-19,Myelin Foundry,Information Technology,Bengaluru,Endiya Partners,Seed,"10,00,000"
04-09-19,Atomberg Technology,Consumer Technology,Mumbai,A91 Partners,Series A,"1,00,00,000"
04-09-19,GOQii,Health and Wellness,Menlo Park,Bennett Coleman and Company Ltd (BCCL),Series C,"45,00,00,000"
05-09-19,FPL Technologies,FinTech,Pune,"Matrix Partners India, Sequoia India",Maiden Round,"45,00,000"
02-10-19,Udaan,B2B,Bengaluru,"Altimeter Capital, DST Global",Series D,"58,50,00,000"
04-10-19,Dunzo,Customer Service,Bengaluru,Lightbox,Series D,"4,50,00,000"
11-11-19,eBikeGo,Last Mile Transportation,Amritsar,Startup Buddy,Seed,"3,00,000"
12-11-19,SuperGaming,Video Games,Pune,Dream Incubator,Seed Funding,"13,00,000"
13-11-19,Freshworks,Software,San Francisco,"Sequoia, CapitalG, Accel",Series H,"15,00,00,000"
13-11-19,Sunstone Eduversity Pvt. Ltd,Education,Gurgaon,"Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg",Seed,"15,00,000"
14-11-19,Misters,Health and wellness,Gurgaon,"Sauce.vc, Rainforest Ventures",Series B,"4,86,000"
15-11-19,Ninjacart,B2B Marketing,Bengaluru,Trifecta Capital Advisors,Debt Funding,"2,60,00,000"
15-11-19,Vogo Automotive,Last Mile Transportation,Kormangala,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital",Series B,"28,30,00,000"
18-11-19,Healthians,Health and Wellness,Gurgaon,"DG Daiwa Ventures, DG Incubation",Series B,"1,20,00,000"
18-11-19,Medikabazaar,Healthcare,Mumbai,"Ackermans & van Haaren, HealthQuad, Rebright Partners, Toppan Printing",Series B,"1,58,00,000"
19-11-19,Digital Mall Asia,E-Commerce,Delhi,Amour Infrastructure,Seed Funding,"22,00,00,000"
20-11-19,Aye Finance,FinTech,Gurgaon,FinTech,Debt Funding,"1,74,11,265"
20-11-19,Clumio,SaaS,"San Jose,","Altimeter Capital, Sutter Hill Ventures",Series C,"13,50,00,000"
25-11-19,Paytm,FinTech,Noida,Vijay Shekhar Sharma,Funding Round,"1,00,00,00,000"
03-12-19,Dhruva Space,Aerospace,Bengaluru,"Mumbai Angels, Ravikanth Reddy",Seed,"5,00,00,000"
06-12-19,CarDekho,E-Commerce,Gurgaon,Ping An Global Voyager Fund,Series D,"7,00,00,000"
11-12-19,Rein Games,Gaming,Noida,Manipal Education and Medical Group (MEMG),Seed Round,"5,00,00,000"
12-12-19,Ecozen,Technology,Pune,Sathguru Catalyzer Advisors,Series A,"60,00,000"
13-12-19,Rivigo,Technology,Gurgaon,"SAIF Partners, Spring Canter Investment Ltd.",Series F,"2,00,00,000"
14-12-19,Trell,Video,Bengaluru,Ruizheng Investment,Seed Round,"20,00,000"
